FileName	FileExtension	Rules	DLLandingZoneLocation	DLRawZoneLocation	JSONData
A15_DM_PACKAGE_{numeric}_yyyyMMDDhhmmss_FILE<numeric>	txt	Only Schema Validation	/Landing/DDM/A15_DM_PACKAGE/	/Raw/DDM/A15_DM_PACKAGE/	"{""fields"":[{""metadata"":{},""name"":""program_number"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""package_id"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""creative_weight"",""nullable"":true,""type"":""decimal""},{""metadata"":{},""name"":""postal_class"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""creative_dimensions"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""indicia"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""package_description"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""program_phase_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""record_create_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""last_rebuild_date"",""nullable"":true,""type"":""timestamp""}]}"
A15_DM_PACKAGE_{numeric}_yyyyMMDDhhmmss_FILE<numeric>	txt	Only Schema Validation	/Landing/DDM/A15_DM_PACKAGE/	/Raw/DDM/A15_DM_PACKAGE/	"{""fields"":[{""metadata"":{},""name"":""program_number"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""package_id"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""creative_weight"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""postal_class"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""creative_dimensions"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""indicia"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""package_description"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""program_phase_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""record_create_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""last_rebuild_date"",""nullable"":true,""type"":""timestamp""}]}"
A15_DM_PRODUCT_{numeric}_yyyyMMDDhhmmss_FILE<numeric>	txt	Only Schema Validation	/Landing/DDM/A15_DM_PRODUCT/	/Raw/DDM/A15_DM_PRODUCT/	"{""fields"":[{""metadata"":{},""name"":""product_id"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""brand_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""product_description"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""product_line_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""brand_family_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""product_category_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""product_group_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""style_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""class_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""flavor_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""pack_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""package_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""unit_cost_price"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""unit_list_price"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""suggested_retail_price"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""quantity_pricing_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""quantity"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""units"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""product_upc"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""internal_pos_number"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""record_create_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""last_rebuild_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""upc_long"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""upc_short"",""nullable"":true,""type"":""string""}]}"
A15_DM_PROGRAM_{numeric}_yyyyMMDDhhmmss_FILE<numeric>	txt	Only Schema Validation	/Landing/DDM/A15_DM_PROGRAM/	/Raw/DDM/A15_DM_PROGRAM/	"{""fields"":[{""metadata"":{},""name"":""PROGRAM_NUMBER"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROJECT_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""OPCO_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROGRAM_BRAND_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROGRAM_SOURCE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROGRAM_TYPE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROGRAM_LONG_DESCRIPTION"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""ISSUE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RESPONSE_EXPECTED_FLAG"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""HANDRAISER_FLAG"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""COMMUNICATION_TYPE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""START_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""END_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""REQUESTED_BY"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""REQUESTED_BY_PHONE"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""REQUESTED_BY_EMAIL"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""CLIENT_SERVICES_CONTACT"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""CLIENT_SERVICES_CONTACT_PHONE"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""CLIENT_SERVICES_CONTACT_EMAIL"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RMT_CONTACT"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RMT_CONTACT_PHONE"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RMT_CONTACT_EMAIL"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""ESTIMATED_FIXED_COST"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""ACTUAL_FIXED_COST"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""ESTIMATED_VARIABLE_COST"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""ACTUAL_VARIABLE_COST"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""ESTIMATED_QUANTITY"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""ACTUAL_QUANTITY"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""ACTUAL_CIRCULATION"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""BRAND_SUPPORT_CONTACT"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""BRAND_SUPPORT_CONTACT_PHONE"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""BRAND_SUPPORT_CONTACT_EMAIL"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PRINT_SERVICES_CONTACT"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PRINT_SERVICES_CONTACT_PHONE"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PRINT_SERVICES_CONTACT_EMAIL"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PRINT_VENDOR_CONTACT"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PRINT_VENDOR_CONTACT_PHONE"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PRINT_VENDOR_CONTACT_EMAIL"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PA_MONTH_1"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PA_MONTH_2"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PA_MONTH_3"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PA_MONTH_4"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PA_VALUE_1"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""PA_VALUE_2"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""PA_VALUE_3"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""PA_VALUE_4"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""PM_FULFILLMENT_CONTACT"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PM_FULFILLMENT_PHONE_NUMBER"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PM_FULFILLMENT_EMAIL"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROMO_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""CHANNEL_TYPE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""MULTI_BRAND_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""SERVICE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""GIID_IN_PERSON"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RECORD_CREATE_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""LAST_REBUILD_DATE"",""nullable"":true,""type"":""timestamp""}]}"
A15_DM_PROGRAM_PHASE_{numeric}_yyyyMMDDhhmmss_FILE<numeric>	txt	Only Schema Validation	/Landing/DDM/A15_DM_PROGRAM_PHASE/	/Raw/DDM/A15_DM_PROGRAM_PHASE/	"{""fields"":[{""metadata"":{},""name"":""PROGRAM_NUMBER"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROGRAM_PHASE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""OCR_MAIL_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""DROP_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""PHASE_DESCRIPTION"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROGRAM_PHASE_TYPE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""DATABASE_DRIVEN_FLAG"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""EVENT_CITY"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""EVENT_STATE"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""ESTIMATED_CIRCULATION"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""ESTIMATED_REDEMPTION"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""BONUS_POINTS"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""RESPONSE_VEHICLE_TYPE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RESPONSE_VEHICLE_DIMENSIONS"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROMO_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""CHANNEL_TYPE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""CLASSIFICATION_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""POSTING_LEVEL_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RECORD_CREATE_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""LAST_REBUILD_DATE"",""nullable"":true,""type"":""timestamp""}]}"
A15_DM_PROMO_CODE_{numeric}_yyyyMMDDhhmmss_FILE<numeric>	txt	Only Schema Validation	/Landing/DDM/A15_DM_PROMO_CODE/	/Raw/DDM/A15_DM_PROMO_CODE/	"{""fields"":[{""metadata"":{},""name"":""promo_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""promo_description"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""drop_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""expiration_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""max_usage_number"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""incentive_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""ccn_required_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""response_id"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""invitation_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""incentive_item"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""circulation_est"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""redemption_est"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""mktg_promotion_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""promo_redemption_override_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""promo_offer_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""pos_number"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""pop_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""toll_free_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""toll_free_integer"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""program_type"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""referrer_coupon_limit"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""referee_coupon_limit"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""prc_feed_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""promo_limit"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""deployment_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""record_create_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""last_rebuild_date"",""nullable"":true,""type"":""timestamp""}]}"
A15_DM_RECENT_SCORES_{numeric}_yyyyMMddhhmmss_FILE<numeric>	txt	Only Schema Validation	/Landing/DDM/A15_DM_RECENT_SCORES/	/Raw/DDM/A15_DM_RECENT_SCORES/	"{""fields"":[{""metadata"":{},""name"":""INDIVIDUAL_ID"",""nullable"":true,""type"":""long""},{""metadata"":{},""name"":""MODEL_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""EFFECTIVE_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""OWNER_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""SCORE"",""nullable"":true,""type"":""decimal""},{""metadata"":{},""name"":""SCORE_GROUP"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RECORD_CREATE_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""LAST_REBUILD_DATE"",""nullable"":true,""type"":""timestamp""}]}"
A15_DM_TREATMENT_{numeric}_yyyyMMDDhhmmss_FILE<numeric>	txt	Only Schema Validation	/Landing/DDM/A15_DM_TREATMENT/	/Raw/DDM/A15_DM_TREATMENT/	"{""fields"":[{""metadata"":{},""name"":""treatment_id"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""program_number"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""package_id"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""treatment_description"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""media_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""media_category_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""offer_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""offer_category_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""ocr_offer_id"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""giid_requested_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""signature_requested_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""dob_requested_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""inbound_vendor_id"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""expiration_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""upc_code"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""estimated_redemption_percent"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""shipping_handling_details"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""bounceback_coupon_incentive_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""vanity_800_number"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""source_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""po_box"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""po_box_close_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""sticks_moved"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""inbound_data_type_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""product_line_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""record_create_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""last_rebuild_date"",""nullable"":true,""type"":""timestamp""}]}"
ALL_WEB_PROFILES_YYYYMMDDhhmmss	txt	Only Schema Validation	/Landing/DDM/DMS_WEBSITE_REGISTRATIONS/	/Raw/DDM/DMS_WEBSITE_REGISTRATIONS/	"{""fields"":[{""metadata"":{},""name"":""CCN"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""USERNAME"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""WEBSITE_ID"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""EMAIL_SUBSCRIBE_FLAG"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""ADD_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""LAST_AUTHENTICATION_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""BIRTH_MONTH"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""NEW_DB_FLAG"",""nullable"":true,""type"":""string""}]}"
AT_Logins_ddMONyy	txt	Only Schema Validation	/Landing/DDM/AT_LOGINS/	/Raw/DDM/AT_LOGINS/	"{""fields"":[{""metadata"":{},""name"":""vendorid"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""brandid"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""accesstype"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""channel"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""Name_Space"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""INDIVIDUAL_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""altriaorchestrated"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""initiativename"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""activitydescription"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""login_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""transactionid"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""Source"",""nullable"":true,""type"":""string""}]}"
AT_Logins_ddMONyy_<numeric>	txt	Only Schema Validation	/Landing/DDM/AT_LOGINS/	/Raw/DDM/AT_LOGINS/	"{""fields"":[{""metadata"":{},""name"":""vendorid"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""brandid"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""accesstype"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""channel"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""INDIVIDUAL_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""Name_Space"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""initiativename"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""altriaorchestrated"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""login_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""activitydescription"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""transactionid"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""Source"",""nullable"":true,""type"":""string""}]}"
ATCD_Registrations_MMddyyyy_hh_mm_ss	dat	Only Schema Validation	/Landing/DDM/ATCD_REGISTRATIONS/	/Raw/DDM/ATCD_REGISTRATIONS/	"{""fields"":[{""metadata"":{},""name"":""ccn"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""add_date"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""birth_month"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""new_db_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""website_id"",""nullable"":true,""type"":""string""}]}"
ATCD_Registrations_MMddyyyy_hh_mm_ss	dat	Only Schema Validation	/Landing/DDM/ATCD_REGISTRATIONS/	/Raw/DDM/ATCD_REGISTRATIONS/	"{""fields"":[{""metadata"":{},""name"":""ccn"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""username"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""website_id"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""email_subscribe_flag"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""add_date"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""last_authentication_date"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""birth_month"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""new_db_flag"",""nullable"":true,""type"":""string""}]}"
Combined_API_Extract_yyyyMMdd	csv	Only Schema Validation	/Landing/DDM/DMS_RTLINT_ATCD_EXTRACT/	/Raw/DDM/DMS_RTLINT_ATCD_EXTRACT/	"{""fields"":[{""metadata"":{},""name"":""request_id"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""api_login_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""request_status_cd"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""website"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""vendor"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""ccn"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""week"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""age_range"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""state"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""curr_brand_desc"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""last_login_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""website_add_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""segment_desc"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""opco"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""opco_source_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""atcd_source_date"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""curr_packing_desc"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""loyalty_id"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""original_ccn"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""gender"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""em_channel_status_cd"",""nullable"":true,""type"":""string""}]}"
dm_indiv_survey_ddMONyy	txt	Only Schema Validation	/Landing/DDM/DM_INDIV_SURVEY/	/Raw/DDM/DM_INDIV_SURVEY/	"{""fields"":[{""metadata"":{},""name"":""INDIVIDUAL_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""QUESTION_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""RESPONSE_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""RESPONSE_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""OWNER_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RECORD_CREATE_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""FREE_FORM_RESPONSE"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""DATA_SOURCE_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""TRANSACTION_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""LIST_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""TRANSACTION_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""PROGRAM_NUMBER"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROGRAM_PHASE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""CELL_NUMBER"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""TREATMENT_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""CHANNEL_TYPE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PRODUCT_LINE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""BRAND_FAMILY_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RESPONSE_MOST_RECENT_FLAG"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""LAST_REBUILD_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""UPC_LONG"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""UPC_SHORT"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""INDIV_SURVEY_RESPONSE_ID"",""nullable"":true,""type"":""int""}]}"
Dm_indiv_survey_ddMONyy_<Numeric>	txt	Only Schema Validation	/Landing/DDM/DM_INDIV_SURVEY/	/Raw/DDM/DM_INDIV_SURVEY/	"{""fields"":[{""metadata"":{},""name"":""INDIVIDUAL_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""QUESTION_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""RESPONSE_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""RESPONSE_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""OWNER_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RECORD_CREATE_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""FREE_FORM_RESPONSE"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""DATA_SOURCE_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""TRANSACTION_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""LIST_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""TRANSACTION_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""PROGRAM_NUMBER"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PROGRAM_PHASE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""CELL_NUMBER"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""TREATMENT_ID"",""nullable"":true,""type"":""int""},{""metadata"":{},""name"":""CHANNEL_TYPE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""PRODUCT_LINE_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""BRAND_FAMILY_CD"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""RESPONSE_MOST_RECENT_FLAG"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""LAST_REBUILD_DATE"",""nullable"":true,""type"":""timestamp""},{""metadata"":{},""name"":""UPC_LONG"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""UPC_SHORT"",""nullable"":true,""type"":""string""},{""metadata"":{},""name"":""INDIV_SURVEY_RESPONSE_ID"",""nullable"":true,""type"":""int""}]}"
